@relation Aviation_Accident_Database_&_Synopses.arff-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A2-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute ' Longitude' numeric

@data
-0.01351,-0.007914,-4
0.002325,0.000559,-4
-0.002116,0.003793,-4
-0.002715,0.004229,-4
0.005478,-0.001738,-4
0.003177,-0.000062,-5
-0.000113,0.002335,-3
0.002148,0.000688,-4
0.000083,0.002191,-4
-0.000086,0.002315,-3
0.00452,-0.021048,1
-0.000202,0.002399,-5
0.003434,-0.000249,-4
0.002384,0.000516,-5
0.005363,-0.001655,-4
0.002804,0.00021,-4
0.020731,-0.032856,7
0.006066,-0.002167,-4
-0.012669,-0.008526,-3
0.031276,-0.020531,-3
0.000254,0.002067,-4
-0.000431,0.002566,-4
0.000779,0.001685,-5
-0.002323,0.003944,-6
-0.002186,0.003845,-5
0.0501,-0.034243,8
-0.001342,0.00323,-5
0.006061,-0.002163,-4
0.003605,-0.000374,-5
-0.000594,0.002685,-4
0.001278,0.001321,-6
-0.00193,0.003658,-4
-0.00121,0.003133,-4
0.004347,-0.000915,-4
0.0008,0.001669,-6
0.004708,-0.001177,-4
0.000121,0.002164,-3
-0.011151,-0.009632,-3
0.001573,0.001106,-6
0.005275,-0.001591,-4
-0.008438,-0.011609,-5
0.000871,0.001617,-3
0.002048,0.00076,-4
0.002771,0.000234,-4
-0.009862,-0.010571,-5
-0.002137,0.003809,-5
-0.002522,0.004089,-4
-0.002066,0.003757,-6
-0.003347,0.004691,-5
-0.000869,0.002885,-4
0.00289,0.000147,-5
0.003631,-0.000393,-4
0.00176,0.00097,-4
-0.000408,0.002549,-4
0.003398,-0.000223,-4
0.004351,-0.000918,-4
0.004565,-0.001073,-4
0.00326,-0.000123,-4
0.002227,0.00063,-3
0.004391,-0.000946,-4
0.010125,0.014884,-4
0.005418,-0.001695,-4
-0.006437,-0.013066,-4
0.003027,0.000047,-4
-0.008808,-0.011339,-5
-0.001602,-0.016588,-3
-0.000711,0.00277,-3
0.002077,0.000739,-5
0.001752,0.000976,-5
0.002869,0.000162,-5
0.002576,0.000376,-5
0.011416,0.013943,-5
-0.000221,0.002413,-3
0.000344,0.002001,-3
0.001454,0.001193,-5
-0.001782,0.00355,-6
-0.010533,-0.010082,-3
-0.001015,0.002991,-4
0.002539,0.000403,-4
0.008132,-0.003672,-4
0.002776,0.00023,-4
-0.000808,0.002841,-6
-0.008817,0.008675,-7
0.013932,0.012111,-5
-0.002636,-0.015835,-7
-0.001817,0.003576,-4
0.004309,-0.000887,-4
-0.000318,-0.017523,-4
-0.000335,0.002496,-5
0.001585,0.001097,-4
0.003173,-0.000059,-5
0.001932,0.000844,-4
0.004288,-0.000871,-4
0.002398,0.000505,-4
0.000433,0.001936,-5
0.00366,-0.000414,-4
-0.000612,0.002698,-3
-0.001429,0.003293,-5
0.002224,0.000632,-3
0.002688,0.000294,-5
0.002805,0.000209,-5
0.002103,0.00072,-4
0.005615,-0.001838,-4
0.000715,0.001731,-5
-0.000047,0.002286,-3
0.002843,0.000181,-5
0.001319,0.001291,-5
-0.000063,0.002298,-3
-0.002786,0.004282,-6
-0.004868,0.005799,5
0.005998,-0.002117,-4
-0.002792,0.004286,-6
0.025812,-0.016551,7
0.006255,-0.002305,-4
0.002779,0.000228,-5
0.001403,0.00123,-4
0.0017,0.001014,-4
0.000352,0.001996,-4
0.00139,0.00124,-4
-0.001074,0.003034,-3
-0.002903,0.004367,-6
0.000666,0.001767,-6
0.000062,0.002207,-5
-0.008451,-0.011599,-5
-0.001407,0.003277,-5
-0.009402,-0.010906,-3
-0.001627,-0.01657,-3
-0.006285,-0.013176,-4
-0.000345,0.002503,-3
0.004672,-0.001151,-4
-0.002044,0.003741,-5
-0.001536,0.003371,-6
0.000999,0.001525,-4
0.002019,0.000782,-6
-0.001391,0.003266,-5
-0.007066,0.007399,-6
0.004059,-0.000705,-4
0.010293,0.014761,-3
-0.001334,0.003224,-5
-0.001506,0.003349,-4
0.005372,-0.001661,-4
0.002077,0.000739,-4
-0.007649,-0.012183,-4
0.001096,0.001454,-4
0.030091,-0.019668,7
0.000172,0.002127,-3
-0.010908,-0.009809,-3
-0.008516,-0.011551,-5
0.002753,0.000246,-5
0.000739,0.001714,-5
-0.013431,-0.007971,-5
0.004899,-0.001317,-4
-0.011883,-0.009099,-6
-0.001993,0.003704,-3
-0.01325,-0.008103,-6
0.004177,-0.000791,-4
0.002601,0.000358,-5
0.003137,-0.000033,-4
-0.002648,0.004181,-5
-0.007887,-0.01201,-4
0.002405,0.0005,-5
0.002832,0.000189,-4
-0.001116,0.003065,-6
0.000229,0.002085,-3
0.001294,0.001309,-4
-0.002506,0.004077,-6
-0.007901,0.008008,-6
-0.008539,-0.011535,-5
0.004445,-0.000986,-4
-0.01039,-0.010186,-4
-0.003426,0.004748,-4
0.005858,-0.002016,-4
0.004717,-0.001184,-4
-0.000327,0.00249,-4
-0.001902,0.003637,-4
0.002871,0.000161,-4
-0.001421,0.003287,-5
-0.000148,0.00236,-4
-0.002069,0.003759,-6
0.001915,0.000857,-4
0.002922,0.000124,-5
0.000138,0.002152,-5
0.001583,0.001099,-6
0.003348,-0.000187,-5
0.001012,0.001515,-6
0.002733,0.000261,-5
-0.002835,0.004317,-6
0.002218,0.000636,-4
0.01382,0.012192,-5
-0.007267,0.007546,-7
-0.001973,0.00369,-6
0.00019,0.002114,0
0.009461,-0.00464,-3
-0.002,0.003709,-5
-0.008981,-0.011213,-6
-0.008964,-0.011225,-4
-0.000871,0.002886,-5
0.000891,0.001603,-3
-0.003347,0.004691,-5
-0.002522,0.004089,-5
0.001356,0.001265,-4
0.002401,0.000503,4
-0.002712,0.004228,-6
0.002357,0.000535,-5
-0.001453,0.003311,-5
-0.005327,-0.013875,-4
0.00146,0.001189,-5
-0.011024,-0.009725,-5
-0.008686,0.008579,-7
-0.009041,0.008838,-7
-0.001296,0.003196,-5
0.003109,-0.000012,-5
0.001797,0.000943,-5
0.000833,0.001645,-6
-0.000478,0.0026,-3
-0.000949,0.002943,-5
0.005753,-0.001939,-4
-0.000109,0.002332,-4
-0.000732,0.002785,4
-0.000472,0.002596,-3
-0.009073,0.008861,-7
0.002312,0.000568,-5
0.000735,0.001717,-4
-0.00996,-0.0105,-4
0.004294,-0.000876,-4
0.002745,0.000253,-5
-0.001907,0.003641,4
-0.003031,0.00446,-5
0.003555,-0.000337,-4
0.00247,0.000453,-5
0.003105,-0.00001,-4
0.00082,0.001655,-5
-0.00069,0.002754,-3
0.002127,0.000702,-3
0.016466,0.010264,-4
-0.010037,-0.010443,-6
-0.000049,0.002288,-4
-0.001645,0.00345,-4
-0.008679,0.008574,-7
0.007293,-0.003061,-3
0.001243,0.001346,-6
0.000922,0.00158,-4
0.001029,0.001502,-3
0.001357,0.001263,-5
0.004396,-0.00095,-4
0.002715,0.000274,-4
0.012133,0.013421,-5
0.008894,-0.004227,-7
0.00022,0.002092,-5
0.002763,0.00024,-5
0.004447,-0.000987,-4
-0.003094,0.004506,-4
-0.007532,0.007738,-6
-0.000581,0.002675,-4
0.00121,0.00137,1
0.000739,0.001714,-5
-0.001228,0.003147,-3
0.000739,0.001714,-5
0.006182,-0.002251,-4
-0.010161,0.009654,-7
-0.000392,0.002538,-4
-0.008987,0.008799,-7
0.008474,-0.003921,-7
0.002533,0.000407,-5
-0.001619,0.003431,-4
-0.000403,0.002545,-3
-0.007986,-0.011937,-5
-0.00318,0.004568,-6
0.001326,0.001286,-4
0.000893,0.001602,-6
-0.008818,0.008676,-7
0.00598,-0.002104,-4
-0.00286,0.004335,-6
0.00239,0.000511,-5
0.004174,-0.000788,-4
-0.002131,0.003804,-5
0.00341,-0.000232,-5
-0.001087,0.003044,-3
0.004795,-0.001241,-4
-0.008898,0.008734,-7
0.003987,-0.000652,-4
-0.002885,0.004354,-6
-0.007818,0.007947,7
0.005545,-0.001787,-4
-0.008934,0.00876,-7
0.001571,0.001107,-5
0.000244,0.002074,-5
-0.000804,0.002838,-6
-0.008818,0.008676,-7
0.000901,0.001595,-3
0.004558,-0.001068,-4
0.002417,0.000492,-5
0.003155,-0.000047,-5
0.001076,0.001468,-6
-0.006249,0.006804,-7
0.000614,0.001805,-3
0.005051,-0.001427,-4
0.034135,-0.022614,-3
0.017231,0.009707,-4
0.003378,-0.000208,-5
0.001649,0.00105,-6
-0.002974,0.004418,-6
0.004227,-0.000827,-4
0.006166,-0.00224,-4
0.003317,-0.000165,-5
-0.00118,0.003111,-4
0.005671,-0.001879,-4
-0.012865,-0.008384,-5
-0.008143,-0.011823,-5
-0.00005,0.002288,-3
0.000999,0.001524,-4
0.004845,-0.001277,-4
0.011886,0.013601,-4
-0.008899,0.008734,-7
0.000238,0.002079,-4
0.005253,-0.001575,-4
-0.00771,0.007868,-6
-0.003511,0.004809,-5
0.001677,0.00103,-5
-0.007428,-0.012344,-5
-0.003158,0.004553,-5
-0.002673,0.004199,-4
-0.000753,0.002801,-4
-0.011364,-0.009477,-3
0.004669,-0.001149,-4
-0.002523,0.00409,-5
0.000825,0.001651,-4
-0.008895,0.008732,-7
-0.000264,0.002444,-5
-0.011726,-0.009213,-4
-0.003073,0.00449,-6
-0.007989,-0.011935,-5
-0.001977,-0.016315,-5
-0.007526,-0.012273,-4
0.009457,-0.004637,-3
-0.01207,-0.008963,-4
0.000173,0.002126,-3
-0.000118,0.002338,-5
-0.010545,-0.010074,-6
-0.003243,0.004615,-5
0.000847,0.001635,-6
-0.007896,-0.012004,-4
0.000509,0.001881,-3
-0.008018,0.008093,-7
-0.000019,0.002266,-3
0.005711,-0.001908,-3
-0.007774,-0.012092,-5
0.000799,0.00167,-3
-0.001922,0.003652,-6
-0.013657,-0.007807,-5
-0.008557,0.008485,-8
0.01372,-0.02775,-7
-0.008904,0.008738,-7
-0.000772,0.002814,-3
0.003434,-0.000249,-4
-0.010481,-0.01012,-6
0.003754,-0.000482,-4
-0.007468,-0.012315,-4
0.001308,0.001299,-4
0.005541,-0.001784,-4
-0.000176,0.00238,-4
-0.001447,0.003306,-5
0.004287,-0.000871,-4
-0.000069,0.002303,-3
0.003696,-0.00044,-5
0.003509,-0.000304,-4
-0.00127,0.003177,-5
0.002734,0.00026,-5
0.001419,0.001218,-5
0.004829,-0.001266,-4
0.006272,-0.002317,-4
-0.000199,0.002397,-4
0.006166,-0.00224,-4
0.003993,-0.000657,-4
-0.001421,0.003287,-4
0.002019,0.000782,-5
0.000859,0.001626,-4
-0.004626,-0.014385,-5
0.009345,0.015452,-4
0.004459,-0.000996,-4
-0.000426,0.002563,-3
-0.01058,-0.010048,-5
-0.018846,-0.004026,0
-0.001776,0.003546,-3
0.000139,0.002151,-3
-0.00032,0.002485,-3
0.00013,0.002158,-6
-0.00072,0.002776,-3
-0.001133,0.003077,-3
0.003732,-0.000466,-4
0.00426,-0.000851,-4
0.003646,-0.000404,-5
0.005049,-0.001426,-4
-0.008555,0.008484,-7
0.003027,0.000047,-5
-0.011206,-0.009592,-3
0.002401,0.000503,-5
-0.00338,0.004714,-6
0.003792,-0.00051,-5
0.002199,0.000651,-4
-0.016269,-0.005904,-5
-0.000969,0.002958,-4
0.000087,0.002188,-4
0.003407,-0.00023,-4
-0.008141,0.008182,-7
-0.00943,-0.010886,-5
0.002547,0.000397,-4
0.004432,-0.000977,-4
-0.001007,0.002986,-4
0.000339,0.002005,-6
-0.000807,0.00284,-5
-0.008893,0.00873,-7
0.003436,-0.000251,-5
-0.001698,0.003489,-6
-0.008956,-0.011231,-4
-0.008287,0.008289,-8
-0.000174,0.002379,-4
0.002377,0.00052,-4
-0.000341,0.002501,-6
0.001161,0.001406,-5
0.000862,0.001624,-3
-0.00318,0.004569,-6
-0.011153,-0.00963,-5
0.000612,0.001806,-5
-0.012615,0.011442,-7
0.015298,-0.028899,-2
-0.006598,-0.012948,-4
-0.014315,-0.007327,-5
0.003003,0.000064,-5
0.00071,0.001735,-4
-0.00202,0.003723,-6
0.019453,-0.031926,7
-0.002129,0.003803,-5
-0.000956,0.002949,-3
-0.000203,0.0024,-5
-0.009016,-0.011187,-4
0.01108,0.014188,3
-0.000789,0.002827,-4
0.015383,0.011053,-4
0.003005,0.000063,-4
0.00337,-0.000203,-5
-0.003455,0.004769,-6
-0.001962,-0.016326,-3
-0.000081,0.002311,-5
0.000761,0.001698,-5
0.005619,-0.001841,-4
0.00278,0.000227,-5
0.000326,0.002014,-5
-0.010795,-0.009891,-3
0.005933,-0.00207,-4
0.00086,0.001626,-4
0.005687,-0.001891,-4
0.000591,0.001822,-6
-0.001794,0.003559,-4
-0.012242,-0.008837,-5
0.004187,-0.000798,-4
-0.000759,0.002805,-3
-0.008557,0.008485,-8
-0.001413,0.003281,-5
-0.000361,0.002515,-3
0.004377,-0.000936,-4
-0.008172,-0.011802,-4
0.001471,0.001181,-4
-0.008345,0.008331,-7
0.004303,-0.000883,-4
0.004276,-0.000863,-4
0.004397,-0.000951,-4
0.00211,0.000715,-5
0.000828,0.001649,-5
0.001778,0.000957,-4
-0.000082,0.002312,-4
0.001007,0.001519,-4
0.001932,0.000844,-4
-0.000523,0.002633,-3
-0.000478,0.0026,-5
0.002823,0.000196,-5
-0.001108,0.003059,-7
0.000846,0.001636,-4
-0.000574,0.00267,4
-0.007609,-0.012212,-5
0.005835,-0.001999,-4
-0.000874,0.002889,-3
0.000344,0.002001,-3
0.013242,-0.007394,0
0.000082,0.002192,-4
-0.001724,0.003508,-4
-0.006593,-0.012953,-4
-0.000026,0.002271,-5
0.001236,0.001352,-4
0.002547,0.000397,-4
0.00287,0.000161,-4
0.001053,0.001485,-5
0.000513,0.001879,-4
0.003037,0.00004,-4
-0.002634,-0.015836,-7
0.000473,0.001908,-5
0.001663,0.00104,-5
0.000286,0.002044,-5
0.003215,-0.00009,-5
-0.000505,0.00262,-4
0.000645,0.001782,-3
0.029557,-0.019279,-2
0.003029,0.000046,-5
0.002546,0.000397,-5
-0.00118,0.003112,-4
-0.019966,-0.00321,-7
-0.008818,0.008676,-7
0.002395,0.000508,-5
-0.001434,0.003297,-3
-0.00318,0.004568,-6
0.003465,-0.000272,-5
0.004676,-0.001154,-4
0.002885,0.00015,-3
0.000762,0.001697,-4
0.000738,0.001714,-3
-0.002552,0.004111,-6
-0.000708,0.002768,-3
-0.011197,-0.009598,-3
-0.000049,0.002288,-5
-0.001895,0.003633,-5
0.002652,0.00032,-4
-0.002088,0.003773,-6
0.001634,0.001062,-4
-0.011236,-0.00957,-3
0.000834,0.001644,-6
0.000045,0.002219,-6
0.003744,-0.000475,-4
-0.010694,-0.009965,-3
0.00139,0.001239,-6
-0.008905,0.008739,-7
0.004256,-0.000848,-4
0.000897,0.001599,-6
0.005308,-0.001615,-4
0.003893,-0.000584,-4
-0.020068,-0.003136,-7
-0.001893,0.003631,-3
0.001969,0.000818,-4
-0.008615,0.008528,-7
-0.013845,-0.007669,-6
0.002083,-0.019273,-3
0.001912,0.000859,-4
0.004369,-0.000931,-4
0.003501,-0.000298,-4
0.003589,-0.000363,-5
0.012412,0.013218,-6
-0.002019,0.003723,-4
0.003273,-0.000132,-5
0.000733,0.001718,-6
-0.00876,0.008634,-7
-0.001239,0.003155,-5
0.002409,0.000497,-5
0.000273,0.002053,-5
-0.010636,-0.010008,-4
-0.001365,0.003246,-4
-0.008097,0.00815,-7
0.003745,-0.000476,-4
-0.000166,0.002373,-4
-0.007524,0.007733,-6
-0.011571,-0.009326,-5
-0.002658,0.004188,-6
-0.007708,-0.01214,-5
0.0028,0.000213,-3
0.002354,0.000537,-5
0.00022,0.002092,-5
-0.00674,-0.012845,-4
0.006313,-0.002346,-4
-0.008225,0.008243,-3
0.000433,0.001937,-5
-0.00185,0.003599,-4
-0.000052,0.00229,-5
0.003155,-0.000046,-4
-0.008183,-0.011794,-5
0.003596,-0.000368,-5
-0.00247,0.004051,-5
0.003175,-0.000061,-4
0.000872,0.001617,-4
0.004097,-0.000732,-5
-0.000747,0.002796,-4
0.00143,0.001211,-4
0.001983,0.000808,-3
0.004121,-0.00075,-4
0.000733,0.001718,-4
0.000538,0.00186,-3
-0.004032,-0.014818,-3
0.010401,-0.005324,-3
0.005226,-0.001555,-4
-0.000191,0.002391,-4
-0.006901,-0.012728,-4
0.002557,0.000389,-4
-0.010586,-0.010044,2
-0.008831,0.008685,-7
-0.002005,0.003713,0
0.0024,0.000504,-4
0.000737,0.001716,-3
-0.012209,0.011146,-7
0.000131,0.002156,-4
0.002223,0.000633,-4
-0.000528,0.002637,-3
0.000683,0.001755,-3
0.002384,0.000515,-5
0.003863,-0.000562,-4
-0.000113,0.002335,-3
0.003255,-0.000119,-4
-0.000001,0.002253,-4
-0.010475,-0.010125,-4
0.000101,0.002179,-5
0.000933,0.001572,-6
-0.003422,0.004745,-5
-0.0001,0.002325,-4
-0.00202,0.003723,-5
0.000329,0.002012,-5
0.0064,-0.00241,-4
0.013068,-0.027274,-2
0.004677,-0.001155,-4
0.003922,-0.000605,-5
0.001058,0.001481,-4
-0.011171,-0.009617,-3
-0.000948,0.002943,-5
0.015201,-0.008821,-3
0.002367,0.000528,-4
0.000816,0.001658,-4
-0.007645,0.007821,-6
0.002922,0.000124,-5
0.0055,-0.001754,-4
-0.010972,-0.009762,-4
-0.008807,0.008668,-7
0.005907,-0.002051,-4
0.0038,-0.000516,-5
-0.008121,-0.011839,-5
-0.012054,-0.008974,-5
-0.001768,0.00354,-5
0.004442,-0.000984,-4
-0.002523,0.00409,-5
-0.00008,0.00231,-4
0.004532,-0.001049,-4
-0.001254,0.003166,-4
-0.010875,-0.009833,-5
0.000875,0.001614,-3
0.004559,-0.001069,-4
0.002354,0.000537,-5
0.002226,0.00063,-4
0.000879,0.001612,-5
-0.000775,0.002816,-5
0.00405,-0.000699,-4
-0.000335,0.002496,-4
0.003086,0.000004,-4
0.00271,0.000278,-4
0.003984,-0.00065,-4
-0.000072,0.002304,-3
0.015849,0.010714,-4
-0.008146,-0.011821,-5
0.003238,-0.000107,-4
0.009683,-0.004802,-3
0.002428,0.000483,-5
0.003137,-0.000033,-4
0.004057,-0.000703,-4
-0.000348,0.002506,-3
-0.000773,0.002815,-3
0.002268,0.0006,-3
0.002774,0.000231,-5
-0.002898,0.004363,1
-0.008731,0.008612,-7
0.000684,0.001754,-3
-0.002523,0.00409,0
0.000905,0.001593,-4
0.000979,0.001539,-4
0.002409,0.000497,-5
0.001989,0.000803,-4
0.005352,-0.001647,-4
0.003751,-0.000481,-4
-0.003079,0.004495,-6
0.003155,-0.000046,-5
-0.002147,-0.016191,-7
0.000833,0.001645,0
0.003348,-0.000187,-5
-0.002986,0.004427,-5
0.000747,0.001708,-4
0.00056,0.001844,-6
-0.002622,0.004162,-4
0.00001,0.002245,-3
0.000474,0.001906,-4
0.002977,0.000084,-5
-0.001375,0.003254,-6
-0.008636,0.008543,-7
0.001078,0.001467,-4
0.0022,0.000649,-6
0.030346,-0.019854,-5
0.00179,0.000948,-4
0.00451,-0.021041,-3
0.003815,-0.000527,-5
0.004344,-0.000912,-4
-0.001431,0.003294,-3
-0.007794,0.007929,-7
-0.000949,0.002944,-4
0.006408,-0.002416,2
-0.000699,0.002761,-4
-0.005788,-0.013539,-4
0.000683,0.001754,-6
-0.000576,0.002672,-3
0.000748,0.001708,-4
0.001304,0.001302,-6
0.000311,0.002025,4
0.009583,-0.024736,-2
0.00086,0.001626,-4
-0.000493,0.002611,-4
-0.01,0.009536,-7
0.002603,0.000356,-5
0.001791,0.000948,-4
0.001998,0.000797,-4
-0.000508,0.002622,-3
-0.002302,0.003929,-5
0.029434,0.000818,-3
-0.000364,0.002517,-4
-0.00465,-0.014368,-4
-0.009225,-0.011035,-5
-0.008922,-0.011256,-4
0.000455,0.001921,-3
0.000254,0.002067,-4
-0.009931,-0.010521,-6
0.001018,0.00151,-5
0.003283,-0.00014,-4
0.001903,0.000866,-5
0.002627,0.000338,-5
-0.002845,0.004325,-4
0.002771,0.000233,-4
0.015617,0.010883,-4
0.0012,0.001378,-6
-0.009163,0.008927,-7
-0.00315,0.004546,-5
0.000515,0.001877,-5
-0.000202,0.002399,-5
0.001132,0.001428,-6
-0.007818,0.007947,-7
0.009567,-0.004717,-3
-0.010675,-0.009979,-4
-0.011845,-0.009126,-3
0.001916,0.000856,-4
0.001348,0.00127,-6
-0.012298,-0.008796,-5
0.019674,-0.012079,-2
0.003007,0.000061,-5
-0.008482,0.008431,-8
-0.001619,0.003431,-6
0.002403,0.000502,-5
-0.011663,0.010748,-7
-0.011462,-0.009406,-4
-0.00873,0.008611,-7
-0.002268,0.003904,-4
-0.000408,0.002549,-3
0.000862,0.001624,-4
0.003409,-0.000231,-4
-0.000806,0.002839,-3
0.00319,-0.000072,-4
-0.000114,0.002335,-4
-0.000033,0.002276,-3
-0.001613,0.003427,-4
-0.001162,-0.016909,-2
0.001595,0.001091,-6
0.0013,0.001305,-6
-0.010001,0.009537,-7
-0.003316,0.004668,-6
0.000076,0.002197,-3
0.003291,-0.000145,-4
-0.004335,-0.014597,-4
0.001727,0.000994,-4
0.000691,0.001749,4
-0.001563,0.003391,-5
0.002469,0.000454,-4
0.000812,0.001661,-4
-0.000302,0.002472,-3
-0.001273,0.003179,-4
-0.001432,0.003295,-5
-0.00168,0.003476,-5
0.001143,0.001419,-6
0.00204,0.000766,-4
0.003495,-0.000294,-5
0.010047,0.01494,-4
-0.010206,-0.01032,-4
0.002956,0.000099,-5
0.000475,0.001906,-5
-0.00302,0.004452,-5
0.001983,0.000807,-3
0.00235,0.00054,-3
0.000479,0.001903,-4
0.00471,-0.001179,-4
0.000559,0.001845,-3
0.003684,-0.000431,-4
-0.006072,-0.013332,-4
0.004593,-0.001094,-4
0.001132,0.001427,-6
-0.0092,-0.011053,-5
-0.002592,0.00414,-4
-0.000044,0.002284,-3
0.000954,0.001557,-5
0.002866,0.000164,-4
0.004057,-0.000703,-4
0.002965,0.000092,-4
0.003348,-0.000187,-4
-0.002996,0.004435,-6
0.002696,0.000288,-5
-0.013693,-0.00778,-5
0.004318,-0.000894,-4
